/raid/home/automatants/peytevin_pau/Can-t-Stop/env/lib/python3.10/site-packages/gymnasium/envs/registration.py:487: UserWarning: [33mWARN: The environment creator metadata doesn't include `render_modes`, contains: ['render.modes'][0m
  logger.warn(
Using cuda device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to logs/PPO-1755550275/ppo_cant_stop_0
---------------------------------
| rollout/           |          |
|    clip_fraction        | 0.108       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.3        |
|    explained_variance   | 0.243       |
|    learning_rate        | 0.0003      |
|    loss                 | 88.1        |
|    n_updates            | 460         |
|    policy_gradient_loss | -0.0255     |
|    value_loss           | 219         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 32.9        |
|    ep_rew_mean          | 40.3        |
| time/                   |             |
|    fps                  | 467         |
|    iterations           | 48          |
|    time_elapsed         | 210         |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.009775931 |
|    clip_fraction        | 0.0986      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.26       |
|    explained_variance   | 0.289       |
|    learning_rate        | 0.0003      |
|    loss                 | 115         |
|    n_updates            | 470         |
|    policy_gradient_loss | -0.0236     |
|    value_loss           | 282         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 32          |
|    ep_rew_mean          | 36.1        |
| time/                   |             |
|    fps                  | 467         |
|    iterations           | 49          |
|    time_elapsed         | 214         |
|    total_timesteps      | 100352      |
| train/                  |             |
|    approx_kl            | 0.008253303 |
|    clip_fraction        | 0.0857      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.27       |
|    explained_variance   | 0.326       |
|    learning_rate        | 0.0003      |
|    loss                 | 97.4        |
|    n_updates            | 480         |
|    policy_gradient_loss | -0.0208     |
|    value_loss           | 237         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 32.3         |
|    ep_rew_mean          | 36.6         |
| time/                   |              |
|    fps                  | 467          |
|    iterations           | 50           |
|    time_elapsed         | 219          |
|    total_timesteps      | 102400       |
| train/                  |              |
|    approx_kl            | 0.0092512015 |
|    clip_fraction        | 0.0889       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.27        |
|    explained_variance   | 0.228        |
|    learning_rate        | 0.0003       |
|    loss                 | 71.1         |
|    n_updates            | 490          |
|    policy_gradient_loss | -0.0243      |
|    value_loss           | 257          |
------------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 32.1      |
|    ep_rew_mean          | 39        |
| time/                   |           |
|    fps                  | 467       |
|    iterations           | 51        |
|    time_elapsed         | 223       |
|    total_timesteps      | 104448    |
| train/                  |           |
|    approx_kl            | 0.0093371 |
|    clip_fraction        | 0.0952    |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.27     |
|    explained_variance   | 0.279     |
|    learning_rate        | 0.0003    |
|    loss                 | 102       |
|    n_updates            | 500       |
|    policy_gradient_loss | -0.0244   |
|    value_loss           | 261       |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 31.5       |
|    ep_rew_mean          | 37.5       |
| time/                   |            |
|    fps                  | 467        |
|    iterations           | 52         |
|    time_elapsed         | 227        |
|    total_timesteps      | 106496     |
| train/                  |            |
|    approx_kl            | 0.00887952 |
