Using cuda device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to logs/PPO-1756033440/ppo_cant_stop_0
--------------------------------------
| custom/                 |          |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 11           |
| rollout/                |              |
|    ep_len_mean          | 38.7         |
|    ep_rew_mean          | -170         |
| time/                   |              |
|    fps                  | 453          |
|    iterations           | 43           |
|    time_elapsed         | 194          |
|    total_timesteps      | 88064        |
| train/                  |              |
|    approx_kl            | 0.0012759167 |
|    clip_fraction        | 0.00122      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.33        |
|    explained_variance   | 0.218        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.15e+03     |
|    n_updates            | 420          |
|    policy_gradient_loss | -0.00334     |
|    value_loss           | 1.41e+04     |
------------------------------------------
[HB] 90000 steps...
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 22           |
| rollout/                |              |
|    ep_len_mean          | 38.1         |
|    ep_rew_mean          | -221         |
| time/                   |              |
|    fps                  | 453          |
|    iterations           | 44           |
|    time_elapsed         | 198          |
|    total_timesteps      | 90112        |
| train/                  |              |
|    approx_kl            | 0.0011157594 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.34        |
|    explained_variance   | 0.111        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.52e+03     |
|    n_updates            | 430          |
|    policy_gradient_loss | -0.00352     |
|    value_loss           | 1.11e+04     |
------------------------------------------
----------------------------------------
| custom/                 |            |
|    max_turn_per_episode | 11         |
| rollout/                |            |
|    ep_len_mean          | 37.8       |
|    ep_rew_mean          | -204       |
| time/                   |            |
|    fps                  | 453        |
|    iterations           | 45         |
|    time_elapsed         | 203        |
|    total_timesteps      | 92160      |
| train/                  |            |
|    approx_kl            | 0.00444986 |
|    clip_fraction        | 0.0112     |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.34      |
|    explained_variance   | 0.196      |
|    learning_rate        | 0.0003     |
|    loss                 | 7.76e+03   |
|    n_updates            | 440        |
|    policy_gradient_loss | -0.0062    |
|    value_loss           | 1.33e+04   |
----------------------------------------
-----------------------------------------
| custom/                 |             |
|    max_turn_per_episode | 14          |
| rollout/                |             |
|    ep_len_mean          | 37.4        |
|    ep_rew_mean          | -170        |
| time/                   |             |
|    fps                  | 453         |
|    iterations           | 46          |
|    time_elapsed         | 207         |
|    total_timesteps      | 94208       |
| train/                  |             |
|    approx_kl            | 0.000999975 |
|    clip_fraction        | 0           |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.35       |
|    explained_variance   | 0.248       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.68e+03    |
|    n_updates            | 450         |
|    policy_gradient_loss | -0.0031     |
|    value_loss           | 1.21e+04    |
-----------------------------------------
-----------------------------------------
| custom/                 |             |
|    max_turn_per_episode | 19          |
| rollout/                |             |
|    ep_len_mean          | 37.1        |
|    ep_rew_mean          | -124        |
| time/                   |             |
|    fps                  | 453         |
|    iterations           | 47          |
